Gene	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
LAGE3	9.0821	14.974	13.24	0	3.15	9.6609
DIXDC1	1.7768	2.0079	3.0314	27.422	15.33	0.52633
XRCC4	13.925	4.9676	5.8659	3.4699	0	21.866
ZNF613	0.094669	9.9756	11.303	11.192	14.36	3.1463
AKAP12	3.8972	0.222	0.66964	3.6617	40.008	1.5944
WDR37	10.329	15.57	16.391	0	3.1514	4.593
ROBO1	1.4529	0.22024	0.51824	8.2665	38.001	1.5624
QKI	3.9085	6.2366	6.354	12.549	2.8076	18.156
SLC19A1	3.5994	2.6859	8.4893	0	3.24	31.996
SPIN3	3.7601	14.309	13.683	0	17.316	0.94181
SHISA2	4.653	5.2783	6.6278	25.937	4.9388	2.541
AP3M2	0.9714	18.647	20.729	7.7307	0	1.8975
CNPY4	0	25.231	16.268	0	6.4073	2.0252
TTYH2	0	5.2596	2.4665	14.124	4.5876	23.487
ZNF45	0.29177	12.448	15.723	13.126	7.1922	1.1385
RORA	0.62432	26.321	10.114	12.316	0.38625	0.13463
KPNA4	11.227	8.9421	11.193	7.8437	3.28	7.3871
SNX30	20.128	4.6967	3.9843	3.2409	6.8176	10.97
TSC22D4	16.544	13.12	7.913	0.092723	2.9337	9.221
TEAD4	0	3.9737	0.53977	44.82	0.46375	0
ZNF442	10.8	3.7261	8.7466	26.11	0.19875	0.21512
GTPBP10	15.855	8.001	17.049	4.0755	1.4888	3.3173
ABCA6	16.05	0.0069092	0.026823	0.52	26.989	6.1547
EXOC8	4.1755	11.21	16.439	10.903	2.5551	4.4453
GSTT2	4.3647	0	0	42.829	0	2.534
ANKRD28	4.5833	8.4842	5.1421	23.979	4.0337	3.4676
SLC25A4	7.9806	5.1598	6.3053	3.1155	19.673	7.4449
UBQLN4	11.827	7.3654	4.0826	3.4275	20.816	2.1337
E2F5	42.399	0.24763	6.8464	0	0.1425	0
GMEB2	1.3022	11.883	7.0733	10.669	14.207	4.4993
PAXBP1	8.6993	12.855	19.787	0.69639	0.36375	7.2147
KBTBD6	3.4493	12.66	17.554	6.2602	3.6324	6.0421
PTGER3	1.9272	0.026303	0.70462	0	46.905	0.012561
DST	1.6266	0.50682	2.5923	17.452	14.75	12.645
KIAA0513	0.97963	11.619	6.4519	12.587	6.15	11.783
ZNF558	2.5167	12.058	16.529	7.1745	10.052	1.2372
GTF2H5	8.8516	7.818	10.944	6.1738	7.8386	7.9346
PBLD	14.995	6.0341	5.8011	2.6755	15.484	4.5666
TBC1D13	6.5294	4.0736	24.881	2.1572	9.3723	2.5115
ZSCAN32	7.2594	24.43	11.631	0	0	6.1927
SAA2	7.0372	7.9982	9.5514	1.3328	21.081	2.5103
MEGF9	14.091	8.9984	7.636	8.2267	1.53	9.0251
ARPC4-TTLL3	6.9457	5.6967	6.598	13.247	12.694	4.2867
C2orf83	8.9637	13.602	13.54	7.3038	1.4162	4.6282
DHX35	3.9655	21.165	19.676	0	0	4.6453
MAP3K12	0	14.81	6.794	13.52	11.014	3.2808
LOC400548	8.0654	9.5115	10.552	4.6465	12.281	4.3458
RGS13	43.168	1.8584	4.37	0	0	0
BAG2	19.051	5.6536	3.1833	0	20.836	0.66498
TMEM97	9.783	0.79492	4.2325	0	21.203	13.372
SEMA6D	0.029353	0.05491	0.82264	46.735	1.6612	0.079025
LOC100128573	10.863	12.92	13.923	4.8091	1.2763	5.5798
FLJ13197	10.116	11.721	11.501	8.3454	1.77	5.8829
SH3GL1	0.063384	8.959	6.4592	4.2434	14.733	14.865
CHKA	8.6523	10.516	9.8203	4.2519	0.83751	15.227
TRMT13	16.641	9.8718	16.003	3.9781	0	2.7984
SLC25A42	21.158	8.2822	11.86	0	3.7711	4.2082
LYL1	2.2667	1.2023	0.16502	39.15	0	6.4892
BCL2L15	9.929	11.746	13.103	6.44	2.7637	5.2909
RAB11FIP5	0	2.6676	0.27319	36.058	10.258	0
RAB33A	2.8328	28.791	17.615	0	0	0
STK24	7.2807	11.525	13.351	8.8038	2.165	6.0867
HLA-L	7.5388	8.5202	17.61	5.1464	1.1387	9.2495
RNASE2	0	0.53217	0.28752	0	0	48.382
TNFRSF21	0.011128	1.1638	0.93661	0	38.366	8.7052
USP42	11.729	10.997	12.134	0.54093	5.6236	8.156
FUT6	10.074	10.222	13.086	3.4227	8.4889	3.8792
TCF7L2	0.12241	1.7447	0.48479	28.424	8.8926	9.496
RRN3P3	9.8988	7.533	13.693	12.736	1.0225	4.272
ZKSCAN4	10.853	5.7983	9.0711	0	19.004	4.4004
TARSL2	15.306	15.473	15.449	2.3345	0	0.55073
B3GNT6	7.2349	10.676	13.351	6.4264	6.9426	4.4817
ENPP1	4.9886	7.8451	7.4003	3.961	21.242	3.6726
DNMBP	10.274	0.21685	0.55047	10.491	23.054	4.4841
DOPEY2	21.368	7.6491	5.7468	1.7391	7.0538	5.4765
MAP7D1	0	11.552	5.0419	10.098	9.2075	13.117
TUFT1	9.9664	12.192	10.745	2.731	5.7102	7.6628
MGC27345	8.1981	13.081	13.415	9.4593	1.89	2.9453
FLJ39051	6.7214	1.54	8.5495	0	32.173	0
HYDIN2	8.6488	12.417	13.158	6.4265	3.9912	4.3389
PCDH1	0	1.1363	0.024354	47.807	0	0.0014634
PEX12	22.997	8.8018	2.7405	7.6083	5.8411	0.97741
CACNB1	0	12.459	10.544	4.8064	19.826	1.2951
RARA	0.40921	4.3097	4.489	13.511	9.9685	16.238
LOC729609	12.61	9.8755	10.856	5.931	3.4537	6.1924
SPAG5	6.1705	2.8879	3.553	0	35.303	0.99327
PCDH12	0.59497	1.3866	0.42123	42.872	0	3.6327
APOLD1	3.1778	6.3242	4.9246	32.73	0.11375	1.6237
TMEM218	9.7339	6.4342	9.6269	0	8.651	14.422
DPH3P1	6.2826	18.039	16.694	0.22454	1.335	6.2536
FADS6	7.0768	10.362	11.517	12.523	2.9113	4.4269
ADCY6	2.3807	2.358	2.8517	26.562	13.622	1.0368
BCL2L12	13.479	7.5779	7.4673	6.6738	0	13.607
B3GNT1	23.376	9.806	10.774	0	0.53625	4.3085
HIST1H3A	7.1989	10.998	15.84	5.4644	8.4535	0.83962
CCNT1	14.248	8.5225	17.151	1.1491	2.4662	5.2554
KIAA1598	0.69144	5.5794	1.1691	0	13.327	28.017
UGGT2	1.448	0.077455	0.72182	34.005	10.855	1.6765
UBE3C	4.4967	16.971	13.644	5.7629	1.15	6.7425
FBXL3	9.5293	12.59	16.597	5.06	1.0837	3.9011
RFX7	9.3212	12.252	11.96	4.2673	6.3626	4.5936
NEK3	1.3528	7.0337	0.93839	10.757	0.62375	28.044
RANBP9	7.7216	3.1713	13.188	4.9454	14.071	5.643
GPR75-ASB3	8.0156	17.262	11.83	8.6821	1.1137	1.826
N6AMT2	11.379	14.254	4.1467	0	16.584	2.337
SH2D1B	0	2.9872	45.707	0	0	0
AK4	0.18839	9.2843	6.0922	17.323	7.3588	8.4466
WDR7	7.9069	17.186	12.951	6.0272	0	4.6096
PMEPA1	0	1.9982	1.0796	10.337	33.672	1.5154
GAS7	0.87657	2.5492	10.702	0.4491	21.504	12.52
AMMECR1	24.141	8.777	11.868	0	0.98124	2.7927
POMZP3	1.6826	4.923	8.6567	10.374	11.317	11.592
SNED1	9.0424	3.2408	2.8811	22.983	9.8078	0.58829
ZNF765	8.7294	7.7581	17.233	1.5282	7.3952	5.8804
DAAM1	4.3926	4.0962	4.396	23.631	9.7436	2.2548
PUS7L	17.523	10.223	14.397	1.2555	1.8788	3.2208
PDP2	6.0471	13.873	15.651	3.1673	5.7088	4.048
ZNF681	15.833	11.883	9.1733	7.06	1.8263	2.6489
BMP2K	20.563	1.5643	2.9618	0	0.73499	22.599
MLH3	8.9536	6.8445	8.906	15.222	6.4164	2.0538
C5orf28	4.5999	8.6209	23.5	0.73727	1.6025	9.3337
ARHGEF10L	0.15048	0.051879	0.19336	0	13.736	34.26
REREP3	0.23227	41.059	7.0231	0	0	0.069021
SVEP1	0.03145	0.17243	0.16663	0	47.317	0.69023
KANK1	4.3251	6.5687	1.3151	30.732	1.9964	3.4086
LZTFL1	23.385	1.7258	6.3704	4.1065	8.6174	4.1197
DHX34	9.8669	3.6056	9.0358	4.1218	10.706	10.966
LINC00467	12.368	4.7063	3.4162	6.2909	15.883	5.6047
SCG5	0	0	2.2478	0	46.021	0
SLC12A7	0.13177	4.0014	3.4125	21.771	5.5688	13.34
ZNF701	15.941	7.5286	16.486	4.019	0.52499	3.7106
10-Sep	0	0.29134	0.26359	33.311	4.1451	10.196
DCUN1D3	6.4984	8.2358	5.2257	11.06	14.475	2.7104
PPAN	15.503	3.7283	21.21	0	0	7.7624
NAB2	3.8076	4.2006	8.8123	0.42182	19.512	11.415
MSS51	9.4714	15.095	9.9533	10.147	0.44	3.0574
PPP3R1	12.591	6.1455	14.706	1.2254	4.0562	9.4176
PTAR1	7.9418	12.298	8.7453	14.975	0.64	3.5368
UG0898H09	8.5022	10.722	10.927	10.65	3.5875	3.7349
ZNF674-AS1	16.051	9.0785	17.354	2.8382	0.3575	2.4438
MBLAC2	10.629	0.38273	2.9543	32.09	0.50875	1.5427
RCOR1	8.2893	7.3455	2.1038	16.095	11.58	2.6864
SNORA61	4.5743	12.996	11.003	4.7137	0	14.787
LOC654342	0.15176	2.3373	4.3865	0	35.795	5.3849
RABL6	15.78	7.3372	4.8133	9.4175	6.4261	4.2633
INHBA-AS1	11.744	11.051	10.358	8.379	2.4275	4.0745
SUV39H1	9.9991	2.2501	9.4812	0.41819	19.17	6.7112
WDR11-AS1	11.906	10.933	12.987	3.1709	4.5601	4.4697
CORO7-PAM16	9.1007	19.692	8.9598	0	3.4148	6.8409
ERO1LB	18.974	8.2838	12.955	0	5.2989	2.4377
LIPG	0.72803	0.16946	0.42231	15.367	31.218	0.035244
TMEM131	18.057	5.7808	8.0756	0.44729	6.2414	9.3336
PQLC1	4.9563	5.2311	5.7668	17.787	2.3126	11.864
SNX24	0	0.79164	0.8437	0	25.434	20.8
ACVR2A	3.5282	11.982	1.4373	2.6664	13.865	14.389
ADRBK2	24.182	7.3012	5.3989	0.51728	0.79375	9.6349
UBE4B	7.8271	4.0882	7.9393	14.098	9.65	4.1832
THUMPD2	14.357	8.0757	10.743	4.0837	9.061	1.4606
DNAJC18	3.1248	15.617	9.0922	8.9175	9.1923	1.8339
SCARNA2	7.1912	7.2303	11.432	0	10.191	11.727
GATA6	0.17854	0	0.22034	0	47.346	0
C6orf123	7.1392	13.745	13.053	6.8165	1.255	5.7331
OTUD6B	9.9828	12.34	17.708	0	0.89	6.8198
RSPH9	0	0	0.14283	0	47.593	0
MMD2	10.073	8.9977	13.006	7.3565	4.3413	3.9272
ARHGAP19-SLIT1	11.257	17.279	9.4281	7.4336	0	2.2748
ERMP1	4.5915	5.6565	16.736	16.728	1.3575	2.5987
BBS7	7.0373	2.1819	17.352	14.943	5.1263	0.99221
ADAT2	6.1867	17.858	15.587	5.3464	0.95249	1.6941
CTDNEP1	4.4002	3.4402	8.2567	9.159	12.436	9.925
KIAA0825	2.7102	8.1698	22.427	0.59729	12.369	1.3419
ATAD2	7.1829	13.173	16.873	0	7.4199	2.9474
MTHFD1L	1.7835	4.5445	3.0073	30.102	6.3726	1.7611
ANKRD46	22.307	6.1364	10.961	5.9119	0	2.2504
FOXRED2	6.4091	8.9016	11.404	3.8755	1.58	15.392
APC	10.397	8.7957	9.1256	10.63	0.46251	8.14
DYRK1B	6.3537	4.5022	6.6313	20.926	5.4535	3.6754
CLDN23	1.0639	6.2782	1.3488	23.846	0	15.005
SND1-IT1	2.5724	9.2961	13.114	7.6873	0	14.858
ZNF268	2.5411	13.558	14.081	0	9.7062	7.6328
SETDB2	5.0916	10.152	15.603	0	5.2862	11.366
SMAD7	0.035642	13.998	10.818	19.385	0	3.2238
ZNF563	3.3892	17.705	12.303	9.8282	1.8575	2.3775
PLEKHA8P1	18.708	1.3838	5.8954	1.6128	19.254	0.60207
TLR6	22.023	3.479	4.104	2.3883	1.2875	14.142
CNOT6	6.2814	6.4013	12.006	0	16.508	6.2168
SAMD10	2.7825	4.6997	17.209	22.709	0	0
FAM98C	25.057	9.6234	11.022	0	0	1.6734
TMEM130	7.524	10.257	11.129	13.752	0.35874	4.3382
FBXO10	3.0627	4.882	6.0199	2.6174	28.405	2.3444
PIGA	0.026611	5.8005	12.514	0.56545	0	28.423
ABLIM3	0	0.10352	0.045228	33.705	0	13.47
FILIP1	0	0.019091	0.19706	37.778	9.3222	0
ZNF513	0	7.1615	5.3989	17.135	16.867	0.7433
FLJ40292	26.081	11.982	6.7651	0	0	2.4612
CD274	13.892	6.7948	6.2143	0.49637	0	19.869
PTGR2	8.1462	9.8878	10.57	6.1747	0.24124	12.241
JRK	4.4716	7.5886	9.9187	18.857	1.4462	4.9704
NCR3	25.535	4.8985	14.429	2.3718	0	0
JAG2	0	1.1564	0.70067	45.374	0	0
LOC100506394	8.2701	11.67	10.596	5.5146	5.0474	6.1278
MMD	5.4594	3.874	5.7521	0	5.39	26.741
C11orf68	15.535	8.2563	12.877	0	6.9961	3.5357
MYL5	9.8078	1.2798	8.6158	0	17.826	9.6636
DHFRL1	3.4282	11.909	15.359	4.6465	9.696	2.1167
SLC4A2	2.9145	6.0911	9.4679	3.802	9.7915	15.083
GRAMD3	0.013064	10.564	10.271	7.456	16.918	1.9217
AMOTL1	0.18482	0.068425	0.4084	24.381	21.323	0.77364
SUZ12	11.614	10.861	14.299	0.048181	6.6402	3.6725
C9orf9	0.21982	6.3533	1.2079	0	39.352	0
CLIC5	0.083227	15.229	9.0861	22.73	0	0
SMCR8	9.8373	4.8665	6.5614	17.361	2.04	6.4591
ADH1B	0.31996	0	0.047557	0	45.475	1.2719
VAC14	2.1239	8.3922	16.06	0	4.3912	16.146
HTT	4.5114	10.088	8.4941	11.637	6.5112	5.8636
PBX4	0	31.428	10.424	1.912	0	3.3334
FDXACB1	14.274	4.2441	18.581	4.6919	1.5126	3.7909
PIK3CA	1.2209	18.454	5.3534	13.259	0.19625	8.5937
WIPI2	7.0144	9.4967	13.724	1.1109	5.1074	10.61
ZNF197	5.0227	13.296	13.928	6.3337	5.6762	2.8046
GLB1L	5.8631	10.648	4.1397	1.1618	23.46	1.7855
LIN7B	19.565	4.2432	9.1056	0	10.527	3.5875
ABCA7	11.517	12.51	17.629	1.6091	0.04	3.6932
DARS2	10.07	8.6803	8.9544	1.8837	11.13	6.2684
SGOL2	3.1697	3.9429	4.8796	3.6565	28.762	2.5718
LOC158696	9.1389	11.407	11.8	7.6738	3.1588	3.7839
AGL	10.609	11.368	12.688	1.9365	4.7099	5.6443
LCMT2	7.4691	17.841	5.9346	14.752	0	0.95521
DEPDC5	11.752	9.8291	16.096	0	5.0112	4.2476
GCNT1	1.66	3.9666	16.601	5.7819	3.4787	15.447
MBOAT2	11.703	7.2119	7.5887	6.3483	6.4887	7.5866
NCAPG2	9.3016	5.0469	10.682	20.745	0	1.1448
LOC100507032	9.7764	5.4098	6.3992	20.95	1.3938	2.984
ERC1	7.4048	5.0848	6.8217	8.6928	8.6896	10.21
ZNF212	10.022	9.6561	17.943	0	2.6388	6.6179
SLC52A3	0	0.32048	0.2537	46.29	0	0
SLC35D1	3.0201	11.617	11.78	11.186	6.3173	2.9312
ZBTB44	16.984	7.9047	9.1165	6.9683	1.2487	4.5881
LDLRAD3	0	0.04933	0.60653	37.418	5.2648	3.4343
GALNT10	6.1681	10.857	4.9731	3.6363	17.758	3.3603
VEGFB	5.8601	3.3161	3.9155	16.255	5.0002	12.393
SLC25A16	11.694	8.9651	10.457	0	11.432	4.1915
GAS8	0.45593	5.9502	1.6537	6.9372	29.795	1.9254
ACVR1	0.033869	10.585	5.9404	2.1154	22.885	5.1553
CCZ1B	3.6431	6.1204	11.031	20.775	0.45499	4.6864
DIAPH2	5.2707	1.4354	6.6948	14.069	1.1675	18.067
TMEM37	0	0.68448	0	0	0	46.005
MDM1	0.75366	9.2696	25.05	0	3.6163	7.9825
LTB4R	6.3611	12.115	10.122	1.4055	0.28875	16.338
XPO4	8.4665	16.505	7.93	9.3638	2.5136	1.8302
EVI5	12.497	9.394	8.6157	7.4684	1.2362	7.3817
KCNMA1	1.6688	4.1902	0.60056	0	0	40.129
SPI1	6.1323	0.33901	0.012127	0	0	40.101
SCG2	0	0	0.24022	0.085452	46.239	0
FABP3	8.4168	1.1697	2.5147	0	0	34.454
IQCG	12.421	10.047	13.167	0	0	10.919
ZMYM3	1.5848	6.7456	10.412	2.431	17.029	8.3463
ST3GAL6	2.3644	4.1725	3.9341	12.546	4.155	19.371
DSG2	2.8179	3.7107	7.5217	11.307	19.145	2.0376
NAIF1	6.4211	6.4867	9.7598	16.77	4.4887	2.5945
ALDH5A1	17.421	6.7838	12.641	2.4609	3.5413	3.6573
CCBL1	13.22	18.994	9.6836	2.1472	0	2.4386
CHRDL1	0.066287	0.024243	0.064771	0	46.283	0.0059756
SYNC	14.314	6.5221	8.416	0	14.184	2.9903
CDCP1	2.4575	3.9661	3.8282	5.5083	1.045	29.599
SRF	3.803	5.5715	2.3369	9.0074	22.303	3.3632
DMD	29.691	0.9955	3.1386	5.5718	3.1562	3.8275
C7orf60	7.8684	10.787	11.276	0.70638	3.0838	12.653
BCR	0.11935	8.8023	5.7848	29.023	1.1813	1.4305
PER3	2.1694	4.2286	22.394	13.34	2.2926	1.9019
EXPH5	6.8604	10.466	11.126	7.6428	6.0788	4.1502
ZZEF1	5.697	9.9508	14.665	7.2201	2.9825	5.7857
SNTB2	4.0581	9.5491	11.914	13.936	2.8163	4.0176
ALDH7A1	0.95301	1.0585	1.9129	1.5672	36	4.7925
CEP97	7.1692	10.032	5.809	1.3619	21.83	0.077682
SEPSECS	4.9519	5.4924	12.93	20.261	0.78749	1.8486
CEBPD	0	0	2.8114	0	16.091	27.32
MIR5708	0	0	0.57665	45.634	0	0
CTDP1	19.945	6.7338	8.406	10.408	0	0.69697
BUB1B	4.3448	0.65606	4.2467	0	36.268	0.66782
LIG3	7.2687	7.9934	12.048	3.989	10.425	4.4465
LACTB	6.6803	4.7808	5.558	5.4627	1.8713	21.788
GTPBP2	2.4208	9.0345	10.773	5.2107	2.6399	16.02
LOC340515	11.25	11.803	14.277	4.9309	0.68874	3.1489
BSN-AS2	9.1579	10.846	10.451	5.6736	4.4112	5.5487
LIN28A	11.548	12.276	11.353	4.4627	1.9525	4.489
LOC283070	9.1779	12.013	3.9317	0	13.021	7.9226
ZSWIM6	0.14789	1.6675	5.5573	20.02	4.0212	14.647
EFNB2	0.16452	1.3152	1.0619	43.484	0	0
TTC8	0	0.61139	1.2299	3.1028	40.341	0.74051
STMN3	0.18048	6.1835	11.588	6.3883	20.946	0.73597
ORAI3	5.8829	1.5441	12.557	0	18.896	7.128
SDC3	5.6005	3.4442	2.818	0	0.54874	33.569
DFNA5	1.9217	0.19673	4.7867	0	14.316	24.757
AKT3	5.224	7.3848	13.368	6.6727	11.689	1.6356
PRR7-AS1	10.099	14.579	11.79	3.2019	0.32249	5.953
RHOD	0.75079	0	0.0046397	23.797	21.392	0
ZRANB1	0.91927	3.0477	4.3747	7.1411	27.368	3.0625
C16orf72	9.0565	10.573	11.907	6.1673	0	8.195
SLFN12	10.091	9.9738	13.369	1.2764	1.2337	9.9479
C2orf49	6.5312	10.955	12.906	2.6217	6.8999	5.9518
GHRLOS	4.3596	7.882	13.263	15.801	0	4.5398
HIF3A	10.263	12.139	11.637	3.7038	3.7788	4.2613
CCDC134	16.501	8.388	13.699	0	0	7.1825
LRRC37A3	7.6485	9.3613	5.3788	4.2554	17.326	1.7986
LOC100270746	0	0.067214	0.084639	0	45.612	0
MSANTD2	20.2	4.8612	5.1099	11.384	0	4.1799
DAG1	3.3242	4.521	9.0187	15.035	10.831	2.9725
RDH14	6.2177	6.8783	18.997	0	9.3029	4.2374
HHAT	17.729	4.3951	3.7211	0	17.141	2.6404
C11orf74	0	4.6091	0.57762	3.6164	14.397	22.393
NFE2L1	10.817	2.1123	8.6116	6.2618	11.738	6.0522
SPPL3	4.5835	15.998	9.3179	5.0583	6.5025	4.1244
RPL23AP53	7.2407	9.287	12.552	6.8511	5.8988	3.7489
ZNF8	8.8105	0.21454	7.2154	19.52	9.0724	0.73039
KLK7	7.592	9.6892	6.5356	6.3529	11.713	3.6663
ZNF736	11.759	16.276	6.7409	1.3518	6.476	2.9446
RBM15B	8.2139	6.5744	6.3443	12.649	5.8635	5.8902
LOC728875	3.1773	19.287	18.853	1.6409	0	2.5463
RAD52	9.089	11.176	15.769	2.1081	2.6737	4.6649
CPED1	2.3529	0.059454	0.57379	1.0719	17.8	23.609
IL17RC	0.33273	1.367	2.1866	20.883	11.881	8.8021
SGK494	10.582	10.899	11.423	4.181	1.79	6.5672
TPK1	5.9851	16.694	9.7179	2.7172	0	10.321
FAM108A1	19.353	7.4468	11.731	0	1.4363	5.4374
TMEM242	4.35	4.6609	5.9374	13.524	12.515	4.4008
DNHD1	8.0561	11.089	12.005	13.38	0	0.83987
SEMA6A	2.5764	0.93761	3.062	37.288	0.75124	0.75351
HIST1H4E	0	4.7145	8.1244	23.087	0	9.4256
MTMR12	5.8537	10.818	15.584	2.3463	3.1637	7.5685
FAM20A	0.035965	0.44583	2.0856	0.81184	23.306	18.643
ENAH	5.0001	6.4282	8.0259	9.5138	13.027	3.3272
MASTL	6.1128	10.231	11.236	4.4528	4.2087	9.0765
KCNE3	4.916	5.9551	6.5872	5.962	5.5263	16.356
GLTPD1	1.2527	4.7124	4.2314	0	32.575	2.5194
ZNF77	0	5.808	11.484	14.793	12.997	0.20865
SLC6A4	6.8087	8.7165	12.783	9.3004	3.9838	3.6879
FCHO2	2.6375	0.74133	1.3507	13.345	4.6939	22.506
NAV1	3.7448	1.1753	1.1021	15.742	20.119	3.3901
ATP11B	11.415	9.7019	16.624	0	2.9388	4.5887
C6orf57	0.34497	13.888	9.1497	0	10.585	11.298
HIVEP1	16.492	6.1841	10.095	8.661	2.8737	0.95619
ZNF75A	7.9225	4.5312	24.034	5.9858	0.88874	1.8909
LOC150935	11.874	7.945	6.3991	5.0147	10.25	3.7529
FAM203A	1.181	14.941	7.4225	19.404	0	2.2555
ZBTB14	10.4	6.7952	16.473	7.2789	0	4.2527
PHF21A	7.8292	11.02	11.111	4.7937	2.5538	7.8675
NLE1	5.3685	26.433	6.9098	0	0.28875	6.1693
HPGD	0	26.718	4.1972	0	6.9551	7.2899
MPZL3	0	12.478	28.601	0	0	4.0699
ATP10A	0.069511	3.264	5.0731	0	33.038	3.7038
C10orf12	17.779	4.7352	10.326	4.2653	0.79625	7.2387
DYX1C1	1.5105	4.8408	3.2394	0	33.513	2.0063
KNTC1	12.236	6.4957	7.6151	1.8083	14.826	2.1198
ZNF865	7.8052	10.194	13.113	6.4629	3.2987	4.2212
VAV3	27.066	5.6274	9.4201	0	0	2.9795
CENPH	6.5049	12.172	14.231	3.5919	0.15375	8.4047
CCL28	19.147	12.87	8.2289	1.4845	0.45874	2.865
TAF5L	6.1362	14.241	19.173	0	0.1475	5.3478
LINC00327	9.0277	11.78	12.544	6.5273	0.65999	4.5054
OSBPL10	30.914	0.034788	0.068762	10.381	2.9024	0.74257
MSRA	7.7052	4.8379	5.3941	0	16.617	10.489
SASS6	2.733	4.215	8.4184	24.696	0	4.9663
ZNF345	13.399	12.93	9.7419	0.97184	6.9973	0.95353
GPBAR1	0	0.045211	0.24776	0	0	44.688
LOC401052	7.9901	12.298	12.221	1.1318	7.2103	4.123
LOC100303749	16.156	7.972	16.729	1.6436	0	2.4694
RUNX2	0	5.8014	19.876	0	15.88	3.3918
MIR100HG	0	3.6988	0.21375	0	41	0
DAZAP1	5.6327	4.0693	7.3953	17.672	4.5126	5.6162
RTN4IP1	8.6893	12.518	13.988	1.851	6.4425	1.38
TMEM62	8.2837	6.6521	11.21	0	13.003	5.7161
MGC72080	1.9927	11.947	12.159	0	17.126	1.634
CRLS1	10.104	4.0805	5.1586	6.1865	13.095	6.2326
SIRT1	6.0638	4.5308	12.796	4.6237	11.066	5.7484
ABCB10	4.1547	4.4158	12.577	2.3346	19.268	2.0761
C16orf55	3.804	10.892	10.967	18.124	0.32124	0.71536
PATZ1	8.7472	6.2326	9.0015	0.11818	16.96	3.7486
LYSMD1	4.8817	2.7382	3.0587	23.274	9.5987	1.235
NCEH1	3.4045	5.8242	3.3573	7.4192	0.8475	23.93
SFMBT1	13.284	21.206	6.4664	0	1.9287	1.8816
FAN1	3.1859	7.8675	8.5482	13.608	7.5888	3.963
BMP4	0.010967	0.063874	2.7261	19.911	21.99	0
CLCF1	6.1362	3.8533	3.0153	22.183	0	9.499
C3orf62	6.8335	8.7802	11.368	6.1311	1.9225	9.65
ADAMTS18	0	0.32715	0.045289	44.304	0	0
HCAR1	5.9224	9.6277	13.862	3.4955	7.8462	3.8435
TDRD7	20.532	6.1154	8.2331	6.3627	0	3.3384
ARRDC5	4.6849	11.864	19.656	0	0	8.3638
ZBTB26	6.3633	6.602	11.999	1.4919	11.619	6.4872
MTMR9	5.7982	10.321	13.402	5.3509	4.2264	5.4604
PTGFR	0.18322	0	1.1231	0	43.233	0
TRPM2	4.1689	0.34503	1.2291	13.21	0	25.582
WHAMMP1	7.6623	14.352	9.3491	6.1157	2.9701	4.0727
INPP4A	2.0549	12.806	16.862	8.1283	0.28125	4.3865
CTDSPL	0	0.13963	1.1984	0	40.126	3.0416
PIP4K2B	11.228	8.1547	10.266	8.1937	0.097502	6.551
LIX1L	6.3297	3.0794	6.651	12.751	12.865	2.8117
ARHGEF9	6.2003	10.964	10.719	0	13.14	3.4185
C11orf57	1.0127	5.3658	6.961	10.188	10.946	9.9613
DEXI	10.157	5.816	6.0122	0	20.002	2.4252
CHP2	8.855	12.172	15.956	1.9663	1.15	4.3118
RAPGEF4	0	0	0.083483	41.597	2.6575	0.065124
FBXO48	22.6	6.4466	9.8867	1.6763	0.375	3.4066
GPC6	0.17984	0	0.11686	0	44.076	0
ZNF772	19.38	3.6284	6.1832	11.748	0.27875	3.15
ASF1B	12.753	10.828	15.658	0	0	5.1098
RSBN1L	4.0998	17.782	13.649	3.2308	1.64	3.9416
OGFR	6.1868	11.386	6.6507	10.018	1.0887	8.9773
DLX6-AS1	9.0379	10.83	9.4703	9.492	0.72125	4.752
C14orf178	8.8459	12.289	12.93	3.5572	0.74874	5.9286
UNC5B	0	0.36296	0.14425	2.6536	38.374	2.7641
TCP11L2	5.7201	11.376	8.9751	0	16.916	1.3023
KLHL3	3.0312	4.7034	4.9648	31.012	0	0.55547
AKR1C1	0	0.19855	0.048056	2.17	41.747	0.089392
RAB36	4.5319	7.1164	10.483	4.6974	11.332	6.0916
JRKL	5.789	9.2929	10.561	7.5494	7.5977	3.4518
OAF	1.5044	0	0.61832	7.6492	33.125	1.3389
SLC10A7	3.4327	10.207	14.03	3.1828	2.2287	11.149
MARVELD1	0	0	0.68468	7.3874	28.679	7.4608
PHRF1	11.311	7.6835	10.465	3.2657	5.2137	6.2729
RIC8B	0.088221	11.333	12.462	11.361	2.0088	6.9164
KLF11	9.1966	1.3895	2.4191	24.515	0.069999	6.5583
ZNF155	12.704	8.8793	10.203	11.534	0	0.8232
ABHD5	2.1275	8.7421	5.2923	3.2872	8.6126	16.075
MAN1A1	5.2062	3.2341	10.422	0.22363	6.5286	18.508
CYP2B7P1	9.0975	8.3451	12.672	4.6555	4.69	4.6605
HCG17	0.60061	0.084001	0.57317	0	42.541	0.32122
SYTL4	0.55144	0.85093	0.97877	34.113	7.2187	0.39975
PEX5	0.66225	1.9453	9.8601	10.774	7.5439	13.326
RGL4	5.0628	16.261	14.628	0.75908	6.344	1.0456
MRS2P2	15.702	12.912	12.357	0.081818	1.3325	1.7068
