Gene	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
ABCC6	0.071176	4.585	0.010346	1.5509	0.01027	0
TSPY26P	0.51862	1.2505	0.85878	1.1049	1.263	1.2298
RP11-57H12.5	1.3982	0	2.266	0	1.2118	1.3486
LRRFIP1P1	2.3688	0.92746	1.4795	0.095584	0.70854	0.6407
APOA2	0	3.4296	1.9501	0.83901	0	0
MTMR7	0.9762	0.90661	2.0171	0.66913	0.78553	0.86294
AC139530.1	1.0828	1.2715	1.4227	1.078	0.6417	0.71826
ZNF442	1.7993	0.16465	1.8573	0.11687	1.299	0.9765
AC005077.1	1.1133	0.88057	1.6349	1.3807	0.5699	0.63039
AC008537.3	1.6419	0.81801	1.8935	0.76461	0.46214	0.62531
AC120045.4	0.61517	0.47943	4.2167	0	0.43128	0.45986
LTBP2	0.22367	0.25012	2.6486	2.1881	0.39534	0.49604
RP11-66B24.2	1.0929	0.69822	1.5936	0.97708	0.85234	0.98676
SNRK-AS1	0.32032	0.4585	1.3608	2.6073	0.61614	0.83705
FGFR4	1.7795	0.18758	0.8797	1.3489	1.068	0.93533
BCAS2P2	0.63036	0	0	0	4.3078	1.2608
KIFC1	0.46769	0.32309	2.7057	0.37177	1.1912	1.1369
CYCSP34	1.4997	0.45339	1.9193	0	1.0423	1.2815
FMNL2	1.3221	3.1575	0.17074	0.94535	0.36967	0.22734
ACTG1P3	1.2911	0.59916	2.2451	0.53102	0.7856	0.73899
ZNF443	1.2609	0.39604	2.0072	0.65909	0.95497	0.9094
PHKA2-AS1	2.0029	0.55754	1.9968	0.30272	0.87282	0.45477
AC126339.4	0.95567	0.41684	2.0593	0.21773	0.93949	1.5965
RP11-536K7.3	0	5.3668	0.23796	0.4464	0	0.13433
AL009179.1	1.3725	0.57832	1.5366	0.9293	0.78557	0.98168
GNAO1	0.2542	0	0.72941	0	2.3416	2.857
AC010326.4	1.7386	0.44811	1.6605	0.72222	0.77517	0.83701
TMED6	1.8002	0.55237	0.99322	0.76472	1.0423	1.0282
CCDC85C	0.66079	0	0.82247	0	2.5876	2.108
GATM	4.788	0.63575	0.42951	0	0.041076	0.28414
AL358512.1	0.14234	0.031262	5.0907	0.047801	0.46724	0.39791
C1orf204	0.18306	0.17716	1.8055	0.97695	1.4223	1.612
RP11-119B16.2	1.6266	0.82319	1.1177	0.37185	1.1859	1.0488
AC005076.5	0.75752	2.4855	0.69837	0.38788	1.217	0.62523
AC129492.6	1.2557	0	1.5934	0	1.6532	1.6689
HECTD2	2.5414	0.18758	0.95697	0	0.98056	1.5038
PLEKHG6	0	0.78673	0.80189	4.174	0.15916	0.24281
AC012314.8	1.098	0.52113	1.9657	0.13278	0.99622	1.447
RP11-276A18.2	0.68121	1.5997	2.0797	1.1683	0.3953	0.2325
FAM66B	1.1084	0.031263	1.7536	0	1.2323	2.0257
IGKV2D-26	6.1506	0	0	0	0	0
PARD6B	1.2439	0.2605	1.4383	0.45238	1.2322	1.5193
AC011737.2	1.0827	1.3964	1.6192	0	0.65208	1.395
ASLP1	0.87942	0.79195	1.562	1.179	0.89862	0.83176
RPP25	1.2199	2.7306	0.84847	0	0.73923	0.60454
CCDC64B	0	0	0	6.1384	0	0
NPIPB7	1.2302	0.46376	1.7331	0.27083	1.4429	0.99726
TXLNB	3.3446	0.2084	0.83808	0.64815	0.58534	0.51159
MS4A10	1.0167	0.64617	1.9247	1.062	0.65724	0.82682
THNSL2	2.2466	0.59399	0.97265	0.41442	1.0423	0.86285
FAM212A	4.3561	0.4533	0.48617	0.20711	0.25157	0.37718
SHISA4	0.13216	2.3239	1.107	1.3595	0.44674	0.75451
EFCAB11	1.469	0.75556	1.7025	1.0568	0.62638	0.51153
AL513007.1	1.0575	0.17194	2.1214	0.90341	1.3917	0.47541
AC025260.1	1.7538	0.22924	1.1744	0.1381	1.828	0.99717
FBXO24	1.2916	0.76066	1.0348	0.95591	0.92944	1.1367
RP11-188C12.2	1.5148	0.4064	2.4263	0.38768	0.69317	0.67688
SDC3	0.34574	5.4085	0.10347	0	0.11809	0.12917
RP11-386I8.6	1.4894	0.8545	1.6866	0.70098	0.61097	0.7596
STEAP1B	6.0999	0	0	0	0	0
TTC8	1.413	1.1046	1.0606	0.94526	0.78035	0.79559
ADSSL1	0.122	2.0529	0.86917	0	1.5814	1.4673
RIMS3	1.3018	0.46899	1.0138	0.10624	1.3965	1.8033
SEPT7-AS1	2.2823	0.99001	0.46039	0.084993	1.2527	1.018
DOCK3	0.081334	0.052101	1.795	0.042485	1.5967	2.5164
FAM74A1	0.96574	0.93799	1.7176	1.0621	0.60072	0.78537
AC008894.1	0.84376	0.60439	1.9708	1.4181	0.56484	0.6666
SETP9	1.5504	0.65128	1.6814	0.87656	0.68808	0.62003
RP11-381E24.1	3.2328	0.57842	1.0344	0	0.57505	0.64595
FAM217A	0.72175	0.55229	2.3174	0	0.79071	1.6844
GTF2IP9	2.049	0.50026	1.0087	0.83368	0.70863	0.96098
RP11-723O4.6	0.081347	0.072944	0.072421	5.5443	0.066755	0.22222
SHROOM4	0.96577	0.88582	1.5415	1.4128	0.60586	0.64589
RP11-154P18.1	0.82853	0.844	3.8746	0.11151	0	0.39784
AC005332.2	0.54392	0.58877	1.8719	0.95583	1.073	1.023
AC105339.1	1.5557	0.34389	1.5418	0.786	0.85744	0.97151
AL713965.1	1.2351	0.51061	1.8106	1.0356	0.61615	0.84732
PPIAP7	0	0.57839	0.38279	4.2072	0.45691	0.42883
CSNK1G2-AS1	0.50827	0.80244	1.837	2.2145	0.20024	0.49081
AANAT	2.9996	0.72947	0.96721	0.96654	0.15404	0.23249
CYB5R2	3.7819	1.3964	0.38283	0.25508	0.18996	0.041338
SFRP5	0	0	0	0.063722	0.11295	5.8697
RP11-397D12.6	1.703	0.58357	1.6347	0	0.9498	1.1729
ESR1	1.2303	0.38561	1.9293	0.074369	1.5662	0.85785
AL512408.1	0.95556	0.62001	1.5881	1.3541	0.71881	0.80598
TMCC2	1.332	0.13547	0.73965	0.17009	1.0475	2.6147
AL136115.1	0.56433	1.8029	1.4698	1.2479	0.47747	0.47536
AC092375.3	1.0319	0.32826	2.1059	0	1.0937	1.4778
AC119751.8	5.3933	0.30745	0.33625	0	0	0
RP11-246A10.1	0.85915	0.23971	0.23279	3.9685	0.45185	0.2842
CTD-2514C3.1	0.71167	0.93268	2.7163	0	0.77014	0.90422
DAGLA	0	5.1476	0.12932	0	0.59053	0.16534
RP4-778K6.3	0.75237	0.62009	1.0968	2.411	0.35942	0.79061
ADGRD1	0.77281	5.1425	0.093108	0	0.010267	0.010334
AL590069.1	0	6.029	0	0	0	0
MB21D2	0.086417	0.64609	0.18109	0	4.0092	1.1059
AC073416.2	6.0279	0	0	0	0	0
RP11-538D16.2	0.98102	0.53148	1.5675	1.4709	0.70857	0.76459
KB-1572G7.3	0.67603	0.29703	2.1829	1.3123	0.9242	0.63027
AC009967.3	1.1642	0.85976	1.3913	1.0039	0.7753	0.82681
CTD-2527I21.4	2.0689	0.17194	0.28444	0	2.2077	1.2865
LINC00968	0.096588	5.0228	0	0.89769	0	0
ZNF658B	1.2502	0.35429	0.53281	1.2851	1.6481	0.94567
FARP1	0.79318	0.43769	1.0966	1.052	1.4889	1.142
RP11-395G23.3	0.75737	0.97958	1.8211	0	1.1861	1.266
RTP5	0.050829	0.01563	0.88987	0	0.33375	4.7181
HOMER2	2.6538	0.95286	1.262	0.19118	0.43131	0.51669
CEBPE	0.43707	1.7716	0	3.0908	0.36459	0.3307
ZNF519	1.6777	0.31263	1.578	0	1.1861	1.2403
DUXAP8	1.0421	0.964	1.8571	0.015936	0.9653	1.1471
KB-1471A8.1	1.0573	0.57316	1.6969	1.0515	0.83178	0.78018
ZNF215	1.8095	0.68773	1.2984	0.67994	0.65722	0.8577
KIT	0.030498	0	4.206	1.2326	0.19512	0.32552
BANF1P2	2.247	0.79725	0	0	1.607	1.333
PPFIA4	0.098571	3.7205	0.5122	0.81352	0.5083	0.33067
RP11-348I14.4	1.337	0.43248	2.1366	0.14341	0.83693	1.0902
RP13-395E19.3	0.27448	2.1362	3.0106	0.22304	0.056486	0.27385
RP11-319G6.1	1.4846	1.4171	1.2312	0.40898	0.66746	0.76472
AC123595.1	0	0	0	5.9688	0	0
AP001469.7	1.2606	0.47936	2.9074	0	0.62635	0.69237
ARMC12	1.1692	0.56805	0.7501	0.25495	1.5404	1.6795
NANOS1	0.9049	0.99	1.4433	0.23364	1.2889	1.1005
RP11-864I4.1	1.1286	0.78165	1.9453	0.2869	0.9241	0.89372
GHR	0.68121	0.77102	1.3244	1.8061	0.6777	0.69765
ECE2	0.72176	2.8511	1.1176	0	0.72918	0.5374
NBPF2P	0.32022	0.14591	2.2249	0	1.7302	1.5348
AC090691.2	1.0928	0.9588	1.0603	2.0391	0.42098	0.38234
TRIP13	1.5659	0.55227	1.5988	0.37175	1.0114	0.85251
ALG1L9P	1.1284	0.40635	1.4637	1.0514	0.97549	0.92486
CACNA1H	0.010167	0	1.0137	0	3.0034	1.922
AL358472.1	1.3219	0.88588	1.6968	0.611	0.61608	0.81643
HHLA2	1.789	0.52106	1.4382	0.33984	1.0012	0.8576
RAB38	0.11651	0.71899	3.7406	0.41424	0.29781	0.65619
MMRN2	0.86412	0.67742	0.39843	0	2.3312	1.669
CALB1	1.0166	0.71897	1.4072	1.0725	0.96525	0.75437
CTC-343N3.1	0.54908	0.23448	1.8315	0.12748	1.3555	1.8243
TBC1D30	0.071176	0.84411	1.7125	3.0616	0.066744	0.16533
AC079355.2	1.1083	0.78159	1.7175	1.0304	0.62118	0.66135
RP1-149A16.3	1.6166	0.83373	1.3659	0	0.96532	1.1367
AC099557.1	1.2505	0.42731	1.0034	1.3701	0.94478	0.91451
SNORA24	0	0	0	0	0	5.9104
RP11-394O4.3	0.83884	0.45853	0.65701	0	2.2797	1.6639
AC008753.3	0.70146	1.6207	0	1.8693	0.611	1.0953
AC055715.1	0.020336	0.031264	1.2573	0.031861	2.6749	1.8809
TMEM255B	1.1132	3.7361	0	1.0462	0	0
RP11-273G15.2	1.8757	0.15631	0.63632	0	2.0023	1.2247
CTB-129O4.1	1.9824	0	1.1379	0	1.751	1.023
RP1-34B20.4	0.086412	0	0	5.8051	0	0
AC018816.3	0	0.25531	1.526	0	2.885	1.2244
RP11-475I24.9	2.8467	0	1.4434	0	0.69829	0.89907
RP11-308N19.1	0	0	5.7581	0	0	0.11882
USP31	0.63054	1.1569	2.0495	0.1062	0.78042	1.1522
RP11-563J2.2	0.44735	0.23967	0.48629	3.8454	0.48262	0.37196
AL121784.1	0.79799	0.60443	1.7228	1.0621	0.68803	0.99724
CTC-425O23.2	1.7486	0.12505	2.1675	0.11156	0.63151	1.0852
ITGAD	0.030501	0.11463	2.9438	2.1267	0	0.65105
ZBTB20-AS1	0	0	3.1564	0	0.49802	2.2117
ESCO2	0.87421	0.81288	1.6091	0.8818	0.83176	0.85251
AC004765.1	0.25417	0.5836	0.90531	2.995	0.41075	0.71305
DNM1P46	1.7794	0.198	1.5676	0.10092	1.0679	1.1469
RP1-92O14.6	0.72198	0.58877	1.8421	1.0941	0.765	0.84226
ITIH4-AS1	0.74715	1.5112	1.4948	0.47794	0.80098	0.82155
TNFRSF11A	0.030498	0.11464	5.4067	0	0.19513	0.10335
RP11-104G3.2	2.5771	0.70861	1.7849	0	0.11808	0.66147
MROH8	1.9777	0.48986	1.4327	0	0.71884	1.2297
FAM65C	1.7892	0.5731	1.2881	0.73278	0.64188	0.82161
EFCAB8	0.29997	0.32829	1.4022	2.1189	0.96526	0.72844
AC005154.8	1.1944	1.0005	1.4793	1.2002	0.54423	0.40816
STIL	1.1897	0.54195	1.9349	0.21248	0.93448	1.0128
CR589902.1	1.2759	0.76598	1.3451	1.6143	0.37989	0.44437
CPA5	0	0	0	0	2.218	3.602
AL162407.1	2.4404	0.0052096	1.1587	0.037191	1.2631	0.91451
DLEU7	0	4.2309	0	1.3914	0.09242	0.10334
CCDC81	0.69147	0.78173	1.9499	0.22303	0.88306	1.2865
C1S	1.0065	0.64603	1.5468	0.15931	1.335	1.1211
MIR17HG	1.7079	0.2501	1.2363	0	1.2785	1.3383
PLA2G4A	0.047	4.5024	0.30529	0.95637	0	0
RP11-57A19.2	0.91008	0.67733	1.6603	1.115	0.71885	0.72853
ADORA3	0.14233	2.9282	0.18621	2.4542	0	0.098169
RP11-89K10.1	0.82861	0	0.32077	0	2.5927	2.0668
AC104650.2	2.2621	2.7981	0.22763	0	0.36453	0.15502
AC078794.2	0.39146	1.4433	0.65707	2.5171	0.39025	0.40814
KIAA0408	0.35579	0	0	0	4.3441	1.1057
B3GALNT1	0.53878	0.1916	4.1337	0.19118	0.27727	0.47021
FAM7A2	0.63538	2.0115	2.6704	0.35072	0.046212	0.087831
FLJ31662	0.98618	0.47941	1.7174	0.87087	0.79584	0.95059
GEM	1.881	0.43772	0.86365	0	0.85743	1.7566
HIST1H3H	0.58461	0.53147	0.9051	2.7781	0.28753	0.69757
AC009690.2	0.95574	0.89625	1.5317	0.91865	0.611	0.86802
RP11-48B14.1	2.8162	0.5054	1.1327	0.13814	0.44154	0.74398
RP5-1157M23.2	0.89471	0.44288	1.2933	0.38777	1.6277	1.1315
TTC28	1.3319	0.22924	2.3326	0.021248	0.97565	0.88352
AC116914.1	1.1182	0.62005	1.3913	0.86028	0.73416	1.0489
RP11-1114A5.4	1.4844	0.85455	1.3602	0.62135	0.7394	0.70784
GS1-259H13.2	1.2913	0.20842	1.9758	0	0.94994	1.338
FSCN2	4.6567	0.16672	0.3207	0	0.27727	0.34103
GCAT	0.30504	0.59402	0.55354	0	2.7368	1.5708
SUGT1P3	1.4332	0.52554	1.8312	0	1.0321	0.93522
AL356735.1	0.77775	0.57314	1.945	0.59481	0.80098	1.0646
RP4-669P10.16	0.79301	0.14589	1.7328	0.29219	1.4785	1.3125
DNM1	0.8745	1.9277	1.3451	0.33984	0.54428	0.72343
RTN4R	0.061001	0	3.0674	0	0.93437	1.6897
ICAM4	0.24402	3.6889	0.26894	0.8389	0.3748	0.33583
LINC00959	1.2606	0.47417	1.345	0.084971	1.2014	1.3848
ATP13A4	1.1286	0.052106	2.1204	0	0.85738	1.5915
SPIRE1	0.47789	1.7301	2.2813	0.021266	0.39025	0.84744
ZNF470	1.6876	0.41686	1.3192	0.1063	1.3864	0.83178
MSRB3	0.18307	0.71913	1.4121	3.1337	0.12324	0.1757
RNF222	0.73216	0.46894	1.2058	1.4555	0.69825	1.1832
SEC14L4	0.75232	0.67739	1.1951	2.124	0.50321	0.4909
CTC-329D1.2	0.80821	0.97971	2.2559	0.28678	0.66751	0.7441
AC027612.6	1.2149	1.511	2.3278	0	0.40048	0.28419
RP11-555K12.1	0.97603	0.44808	0.1345	3.8504	0.2105	0.11885
ZNF491	0.68126	0.35429	2.7577	0.063728	1.0321	0.84725
AC025750.8	1.2047	0.65131	1.4894	1.0144	0.43641	0.93521
NPM1P6	1.2452	0.46375	0.71907	0	1.8073	1.4881
HCG9P5	1.2502	0.68779	2.8502	0	0	0.93017
RP3-339A18.6	1.2556	0	1.8983	0	1.0474	1.514
RP11-110I1.6	0.67097	1.6308	3.291	0.12215	0	0
RP4-673D20.4	0	0.2032	0	5.5085	0	0
AC006547.14	0.7269	0.58883	2.4007	0	1.0576	0.9352
AC091132.3	1.6524	0.098989	2.5352	0.18586	0.59051	0.64587
ANKRD61	1.3623	0.5367	1.8878	0.20179	0.90364	0.81634
AL035661.1	2.0839	0.30221	1.723	0.063759	0.73414	0.80087
PLAT	0.68113	0.44813	1.6344	1.4233	0.82153	0.6976
ST6GALNAC1	0	0	0	0	5.5602	0.14467
RPS27P25	1.891	0	0.35173	0	2.141	1.3175
RPLP1P11	1.4081	0.813	1.7589	0.031892	0.68809	0.99727
C5orf17	0.93031	0.32827	2.1009	1.2692	0.51855	0.54763
KDF1	1.0166	0	0.051738	0	2.5212	2.1029
DIP2A-IT1	0	0	4.4136	0	0.42104	0.85776
ZNF157	1.1893	0.44815	1.4637	0.82839	0.8728	0.88875
LL22NC03-86G7.1	0.23385	1.9696	1.2417	1.8586	0.12322	0.2635
CALCRL	0.56928	2.2822	1.1018	0.66906	0.55458	0.51155
AC006125.1	0.7981	0.72951	1.5107	1.195	0.63665	0.81653
TCAF2P1	0.58461	0.083365	1.0088	0.090322	2.0231	1.8912
RP11-338H14.1	0.9404	0.85454	1.2882	1.1844	0.61105	0.80085
LINCR-0001	0.91994	0.54708	0.90008	2.427	0.53902	0.34622
SIDT1-AS1	1.3012	0	2.7986	0	0.56989	1.0077
BEGAIN	1.6781	0.72939	0.17068	1.6999	0.99107	0.40813
RP11-263K19.4	0.83866	0.71907	0.86898	1.1526	0.83176	1.2659
SAPCD2	0.32536	3.6631	0.70357	0.36637	0.2927	0.3255
RP11-514O12.4	0.50839	2.4852	0	1.7481	0.6315	0.29967
RN7SKP296	0.39655	0.469	0.55876	3.8662	0.37993	0
UFSP1	1.1384	0.71909	1.1433	0.62722	1.2066	0.83195
RP11-403I13.4	0.51844	0.22925	2.1724	0.96646	0.8112	0.96619
KB-1608C10.2	1.0421	0.30218	0.65683	0	1.9975	1.6638
SLC16A10	0.32534	0	0	0	2.9727	2.3615
RP11-138J23.1	0.92516	0.54707	2.064	0.95589	0.5494	0.61484
IGBP1-AS1	1.3268	0.59917	1.5572	0.91344	0.67775	0.57349
RP4-756H11.3	1.6674	0.90147	0.97262	0	1.1706	0.93529
IGSF9B	0.040664	0	0.58466	0	3.0086	2.0099
TMEM117	1.4132	0.083366	1.7177	0	0.91401	1.5139
FN1	1.23	0.9485	1.2726	0.042484	1.1091	1.0386
RP11-204M4.2	1.3267	0.12505	1.5209	0	1.4069	1.2606
OAZ3	0.54911	0.69298	2.3382	0.11687	1.0218	0.91974
DRAXIN	0.40664	0.38559	3.3931	0.42484	0.33371	0.69243
RP11-331F9.3	1.7129	0.78686	2.0485	0	0.51865	0.56848
GPM6A	5.6335	0	0	0	0	0
LIPC	0.2135	0.34386	3.415	0.23365	0.58529	0.83692
RP3-395C13.1	1.1641	0.22405	2.4628	0	1.1193	0.65107
LINC01336	0	0	0.30519	0	2.9266	2.3872
CTD-2525J15.2	1.4996	0.23445	2.0387	0	0.91385	0.93016
PLCG1-AS1	0.31516	0	1.1175	0	1.0422	3.141
ZNF594	2.9074	0.37518	1.0814	0.021243	0.69823	0.53225
RN7SL403P	1.403	0.64611	1.9869	0	0.59561	0.9819
AC008751.3	1.1743	0.2032	1.4589	0.053106	1.4685	1.2555
CTD-2301A4.3	0.80318	0.8181	1.4383	0.57943	0.98581	0.98701
AC106000.1	1.4234	0.48458	1.8213	0	0.66739	1.2142
FBLN5	0.21355	0	0.49158	0.085003	3.3222	1.4984
RP11-404K5.1	0	0	1.4074	0	2.1565	2.0461
AC091633.2	1.0065	0.46373	0.58972	0	1.7714	1.7776
ZNF670	1.6979	0.62533	1.164	0.5841	0.80616	0.72851
PPM1J	4.0977	0.50023	0.23787	0.22303	0.20023	0.34616
AC127496.2	1.2506	0.74001	1.4951	0.10621	1.1553	0.8577
RPS19P3	0.71676	0.40638	1.987	1.5136	0.57503	0.40301
AL121928.1	0	0	5.3392	0.26026	0	0
CFAP58	0.020337	0.21887	0.11897	5.2307	0	0.010332
BTN2A3	0.72178	1.2714	1.5935	0.83372	0.48779	0.68727
AC087289.2	1.4997	0.52622	1.7536	0.36114	0.6726	0.78017
AC005803.1	0.80327	0.68781	1.464	1.0143	0.69311	0.91963
GTF2IP20	1.8096	0.53152	0.49144	0.27083	1.2015	1.2762
RP11-350G8.5	0.68112	0.64089	0.8949	0.92944	1.4426	0.98691
AC073082.1	0.99633	0.53667	1.2002	0.92937	0.87285	1.0386
CTB-55O6.8	0.12707	0.73472	1.8415	1.5029	0.44157	0.9248
RP11-421F16.3	1.3419	0.51588	2.0337	0.3717	0.68284	0.62519
RAC3	0.49823	0.6773	1.3139	0	1.7303	1.3486
FAR2P2	1.0116	0.062531	3.5595	0.11151	0.020536	0.80104
AC016738.1	0.94545	1.8966	0.35693	0.16997	1.3606	0.83703
EML5	1.9114	0.052105	0.56911	0.01062	1.5301	1.4931
CIART	0.53367	0.44811	1.0657	0.44075	1.833	1.2451
CCDC170	0	2.8137	0.072421	2.6777	0	0
SOGA3	0.78272	0.062533	0.046558	0.021243	3.5941	1.054
RNU2-6P	3.2836	0	0	2.2744	0	0
LRRC46	0.80326	0.66694	1.1281	1.7955	0.57511	0.58907
LINC01560	1.3317	1.3495	1.1432	0.26032	0.74956	0.72333
PTGES3P2	0	0	1.7596	0	1.7457	2.0512
PPP1R2P9	0.19313	0	0	0	1.8021	3.5599
AL391628.1	1.591	0.88059	2.1826	0.13807	0.34403	0.41854
RP11-564C4.7	0.96592	0.57315	1.8365	0.63749	0.55448	0.9869
SLCO4A1	2.9487	0.16671	0.91569	0.074382	0.76502	0.682
Z83745.1	1.3572	0.46896	1.6863	0.64256	0.67261	0.72344
LHX4	1.5149	0.396	1.4432	0.32923	0.93452	0.92998
FTH1P1	0.65576	0.95358	1.0554	1.0727	0.51858	1.2917
HS3ST1	5.3476	0.052106	0.07244	0.023575	0.020535	0.030999
NCAPH	0.62004	0.15633	2.0229	0.06373	1.335	1.3486
RN7SL337P	2.4447	0	0	3.1017	0	0
TAS2R5	1.6877	0.41688	1.5005	0.1487	0.99087	0.80076
RP11-10L12.4	0.42191	0.53151	2.2667	1.5673	0.30808	0.44954
AC008074.3	1.2811	0.64619	1.407	0.81255	0.52374	0.87315
RP11-302B13.1	0.51847	0.46374	1.5985	1.4019	0.80608	0.75433
ADAMTS6	3.4562	0.03072	0.17072	0	0.68803	1.1938
RP11-109L13.1	0.9302	0.62001	3.9003	0	0.08727	0
FAM178B	0.48802	0.33357	2.5241	0.05188	0.83182	1.3074
RP5-1000K24.2	0.57958	0.62526	1.6555	1.5622	0.34911	0.76465
LINC01006	3.7105	0.27093	0.24832	0	0.94471	0.36173
PRR34	0.8896	0.75556	1.3246	0.55227	1.1705	0.84212
ZNF660	1.1287	0.40383	3.1715	0.18057	0.23104	0.41851
RP11-561I11.3	1.3218	0.3647	2.0072	1.1047	0.27727	0.45469
AC130360.2	0.71166	0	1.6762	0	1.6175	1.5244
RP11-187C18.3	1.5863	0.73987	1.3243	0.45672	0.58019	0.84208
RP13-98N21.1	1.0982	0.10421	1.5469	0	1.3246	1.4519
PLXNA4	0	0	3.9262	0.021094	0.76503	0.81127
CENPP	0.98606	0.47933	2.4425	0.14216	0.82164	0.65109
BX004987.5	1.0016	0.057318	2.5608	0	0.83174	1.0696
HOXA10	0.091495	0.26088	4.8681	0	0	0.29967
FFAR3	0	1.1879	0.036198	4.1247	0.16946	0
CHL1	5.5103	0	0	0	0	0
NODAL	0.62024	0.65656	1.4846	1.2534	0.69312	0.80085
ANKRD33B	3.1113	0.031263	0.34661	1.5511	0.19511	0.2687
IL17C	1.0064	0.12505	3.0675	0.14871	0.20539	0.95076
AF131216.6	0.8693	0.56278	2.1936	0.23896	0.63662	1.0024
PIP5KL1	1.4028	0.71898	0.96234	0.2656	1.1193	1.0334
RP11-467L13.5	0	0	0	5.501	0	0
ZFP42	0.88441	0.68779	1.5003	0.80716	0.75469	0.86294
RP5-864K19.4	1.2608	1.4694	1.1999	0	0.70861	0.85773
PTMAP2	0.96097	0.9066	1.3245	0	0.94466	1.3589
TRAM2-AS1	1.9164	1.1411	1.1744	0.24434	0.63672	0.38235
FZD6	1.271	0.09378	2.2449	0	1.1603	0.72343
C22orf15	0.47786	0.33347	0.58467	0	2.5672	1.5244
AC022007.5	1.4081	0.80242	0.95178	0.91904	0.72909	0.6769
AL138831.2	0.73196	0.85977	1.045	1.4453	0.85233	0.55288
MAGED4	4.3108	0	0.051739	0	0.73422	0.38758
C17orf99	0.76257	0.58348	1.3088	1.4449	0.60587	0.7751
SPA17	0.74201	2.7303	0.43964	0.44609	0.72392	0.39784
TAF9P3	0.96601	0.33867	1.759	0	1.2374	1.178
ZNF658	1.5249	0.44292	0.69331	0.26569	1.6532	0.89904
PLA2G4C	1.9823	2.7824	0.26901	0.12744	0.14889	0.16536
AC106862.1	0.89477	0.13027	1.0915	0	1.7305	1.6275
AC104634.3	0.1932	0	4.6197	0	0	0.66136
STRIP2	0.72184	0.37518	2.866	0.4089	0.53918	0.56313
DNAJC3-AS1	0.39644	0.49497	0.6054	3.2795	0.42613	0.26871
C17orf105	1.0573	0.6878	1.252	1.2425	0.61611	0.61485
RP11-314N13.3	1.581	0.34389	0.78643	0.28676	1.2374	1.235
ST3GAL5-AS1	1.6625	1.1047	1.6503	0	0.41588	0.63559
DNASE1L2	0.70151	0.52101	0.83293	1.934	0.66228	0.81649
RP11-90K6.1	0.71668	0.84402	1.1691	1.7741	0.37481	0.58907
LYNX1	0.081328	2.7198	1.2209	0.073313	0.59043	0.7698
WBP2NL	1.6875	0.58362	1.3089	0.19117	1.0063	0.67685
TIMD4	0	0.041688	2.6848	0	1.2528	1.4723
ABTB2	0.41679	1.4778	0.80192	2.1349	0.29774	0.3204
AP006309.4	0.63545	0.91186	1.0502	0.91869	0.88321	1.049
AC062037.1	0.88448	0.85968	1.0607	0.64833	0.91379	1.0799
IGHV3OR16-10	5.4444	0	0	0	0	0
FAM131B	0.020332	0.61491	2.8188	0.26555	0.19511	1.5295
HMGA1P2	1.8045	0.39075	1.5052	0	1.15	0.58904
CDK1	0.57944	0.095105	1.7644	0.074399	1.8125	1.1111
ANKRD20A11P	0.63539	0	2.9851	0	0.72392	1.0903
ALDH3B2	0.040668	4.3043	0.12417	0.95674	0	0
KIF11	1.3221	0.31266	1.5158	0.23216	1.2015	0.83703
IRAK1BP1	1.7489	0.10421	0.86903	0	1.5557	1.1419
GPR89C	1.2253	0.50541	1.6142	0.14338	0.99091	0.94036
RAD51	1.159	0.26054	1.8726	0.095593	0.90882	1.1213
COL8A2	0.10166	5.0028	0.062083	0.12743	0.025674	0.098169
CTD-2560E9.2	1.5858	0.25012	2.0489	0	0.54937	0.98177
AC022035.1	1.0372	0.11985	1.8573	0	1.1552	1.2454
DKK3	0	0	0.10863	0	0.33882	4.9661
IL17RE	0.15253	0.32302	0.75525	0.095584	1.7096	2.3772
CCDC15	0.55905	0.38551	2.4153	0.40441	0.80102	0.84736
AL356752.1	0.43208	1.313	0.75014	2.2942	0.36452	0.25834
MYO1B	4.7891	0	0	0	0.37481	0.24802
GOLGA8UP	0.42194	0.62537	3.5438	0.11153	0.24643	0.45985
SERPINF2	1.1386	2.3549	0.76543	0.16994	0.54936	0.42885
BAHCC1	0.16265	3.658	1.5006	0.06907	0	0.0155
AC007405.4	0.85393	0.68261	1.5313	0.96122	0.67777	0.69751
RP11-178L8.4	0.76254	0.85972	1.2209	0	1.2682	1.2918
RPLP0P2	1.2911	0.54195	0.80707	0.22304	1.299	1.24
GGT6	0.9759	0.51065	1.2365	1.5505	0.5083	0.62002
RN7SL737P	1.4335	0	0.97769	0	1.6275	1.3589
AC132872.4	0.81842	0.7191	1.5416	1.2958	0.37994	0.64075
4-Sep	0.40672	1.5636	1.102	0.72219	0.50836	1.0902
TRPM3	1.0673	0.5523	1.609	0.81785	0.63151	0.71304
RP11-553K8.5	0.25929	0.72437	1.0709	3.3349	0	0
BCRP2	0.46766	0.23969	1.4587	0	1.8278	1.3951
RP4-765C7.1	0.93531	0.67219	1.2777	1.1948	0.61108	0.6975
RP11-701P16.2	0	1.0734	0	4.3131	0	0
AC011815.1	1.5556	0.36994	1.4122	0.14339	1.0989	0.80601
AC002310.2	1.5202	1.0213	0.80177	0.44607	0.83692	0.75955
NUDT12	1.8095	1.0421	0.41387	0	1.5662	0.55288
RP11-655C2.3	0.93533	0.35955	1.0657	0.12215	1.4632	1.4367
